원본_업종명,정규화_업종명,KSIC_코드_4자리,KSIC_명칭,매칭_레벨,매칭_방식,매칭_스코어,KSIC_코드_5자리,5자리_모호성,KSIC_코드_11차,변경유형
목재 도구 및 주방용 나무제품 제조업,목재 도구 및 주방용 나무제품 제조업,1629,목재 도구 및 주방용 나무제품 제조업,hwp_5digit,hwp_exact,1.0,16291,False,,
목재 및 건축자재 중개업,목재 및 건축자재 중개업,4610,목재 및 건축자재 중개업,hwp_5digit,hwp_exact,1.0,46104,False,,
목재 및 나무제품 제조업; 가구 제외,목재 및 나무제품 제조업,16,목재 및 목제품 제조업,mid,fuzzy,0.88,,False,,
"목재 보존, 방부처리, 도장 및 유사 처리업",목재 보존 방부처리 도장 및 유사 처리업,1610,"목재 보존, 방부처리, 도장 및 유사 처리업",hwp_5digit,hwp_exact,1.0,16103,False,,
"목재 상자, 드럼 및 적재판 제조업",목재 상자 드럼 및 적재판 제조업,1622,"목재 상자, 드럼 및 적재판 제조업",basic,exact,1.0,19210101,False,,
"목재 포장용 상자, 드럼 및 유사용기 제조업",목재 포장용 상자 드럼 및 유사용기 제조업,1623,"목재 포장용 상자, 드럼 및 유사용기 제조업",hwp_5digit,hwp_exact,1.0,16232,False,,
목재가구 제조업,목재가구 제조업,3201,목재 가구 제조업,basic,fuzzy,0.9412,26211101,True,,
목재문 및 관련제품 제조업,목재문 및 관련제품 제조업,16,목재 및 목제품 제조업,mid,fuzzy,0.8462,,False,,
무기 및 총포탄 제조업,무기 및 총포탄 제조업,2520,무기 및 총포탄 제조업,hwp_5digit,hwp_exact,1.0,25200,False,,
"무기안료, 염료, 유연제 및 기타 착색제 제조업",무기안료 염료 유연제 및 기타 착색제 제조업,2022,"무기안료, 염료, 유연제 및 기타 착색제 제조업",basic,exact,1.0,,False,,
무기안료용 금속 산화물 및 관련 제품 제조업,무기안료용 금속 산화물 및 관련 제품 제조업,2013,무기안료용 금속 산화물 및 관련 제품 제조업,hwp_5digit,hwp_exact,1.0,20131,False,,
무도 유흥주점업,무도 유흥주점업,5621,무도 유흥주점업,hwp_5digit,hwp_exact,1.0,56212,False,,
무선 및 위성 통신업,무선 및 위성 통신업,6112,무선 및 위성 통신업,basic,exact,1.0,,False,,
무용 및 음악단체,무용 및 음악단체,9012,무용 및 음악단체,hwp_5digit,hwp_exact,1.0,90122,False,,
무인 항공기 및 무인 비행장치 제조업,무인 항공기 및 무인 비행장치 제조업,3131,무인 항공기 및 무인 비행장치 제조업,hwp_5digit,hwp_exact,1.0,31312,False,,
무점포 소매업,무점포 소매업,4799,그 외 기타 무점포 소매업,hwp_5digit,hwp_fuzzy_agg,0.8235,47999,False,,
무형재산권 임대업,무형재산권 임대업,6940,무형재산권 임대업,hwp_5digit,hwp_exact,1.0,69400,False,,
문구용 종이제품 제조업,문구용 종이제품 제조업,1722,위생용 종이제품 제조업,basic,fuzzy,0.8333,20129101,True,,
문구용품 및 회화용품 소매업,문구용품 및 회화용품 소매업,4761,문구용품 및 회화용품 소매업,hwp_5digit,hwp_exact,1.0,47612,False,,
"문구용품, 회화용품, 사무용품 도매업",문구용품 회화용품 사무용품 도매업,4645,"문구용품, 회화용품, 사무용품 도매업",hwp_5digit,hwp_exact,1.0,46452,False,,
문서 작성 및 복사업,문서 작성 및 복사업,7591,문서 작성 및 복사업,linkage_11th,link11_exact,1.0,75911,False,75911,통합
문화 및 관광 행정,문화 및 관광 행정,8421,문화 및 관광 행정,hwp_5digit,hwp_exact,1.0,84212,False,,
물류 터미널 운영업,물류 터미널 운영업,5291,물류 터미널 운영업,hwp_5digit,hwp_exact,1.0,52913,False,,
"물리, 화학 및 생물학 연구개발업",물리 화학 및 생물학 연구개발업,7011,"물리, 화학 및 생물학 연구개발업",hwp_5digit,hwp_exact,1.0,70111,False,,
"물질 검사, 측정 및 분석기구 제조업",물질 검사 측정 및 분석기구 제조업,2721,"물질 검사, 측정 및 분석기구 제조업",hwp_5digit,hwp_exact,1.0,27213,False,,
물질성분 검사 및 분석업,물질성분 검사 및 분석업,7291,물질성분 검사 및 분석업,hwp_5digit,hwp_exact,1.0,72911,False,,
"물품 감정, 계량 및 견본 추출업",물품 감정 계량 및 견본 추출업,7390,"물품 감정, 계량 및 견본 추출업",hwp_5digit,hwp_exact,1.0,73904,False,,
"미용, 욕탕 및 유사 서비스업",미용 욕탕 및 유사 서비스업,9611,미용업,manual,manual_override,1.0,96111,False,,
"미장, 타일 및 방수 공사업",미장 타일 및 방수 공사업,4249,"미장, 타일 및 방수 공사업",hwp_5digit,hwp_exact,1.0,42491,False,,
바이오 연료 및 혼합물 제조업,바이오 연료 및 혼합물 제조업,2049,바이오 연료 및 혼합물 제조업,hwp_5digit,hwp_exact,1.0,20495,False,,
바이오매스계 기초 화학물질 제조업,바이오매스계 기초 화학물질 제조업,2011,바이오매스계 기초 화학물질 제조업,linkage_11th,link11_exact,1.0,20112,False,20112,명칭변경
박물관 운영업,박물관 운영업,9022,박물관 운영업,hwp_5digit,hwp_exact,1.0,90221,False,,
"박판, 합판 및 유사 적층판 제조업",박판 합판 및 유사 적층판 제조업,1621,"박판, 합판 및 유사 적층판 제조업",hwp_5digit,hwp_exact,1.0,16211,False,,
반도체 및 디스플레이 제조용 기계 제조업,반도체 및 디스플레이 제조용 기계 제조업,288,반도체 및 디스플레이 제조용 기계 제조업,sub,exact,1.0,,False,,
반도체 제조업,반도체 제조업,261,반도체 제조업,sub,exact,1.0,,False,,
반도체 제조용 기계 제조업,반도체 제조용 기계 제조업,2881,반도체 제조용 기계 제조업,basic,exact,1.0,,False,,
반려동물 장묘 및 보호 서비스업,반려동물 장묘 및 보호 서비스업,9699,애완동물 장묘 및 보호 서비스업,hwp_5digit,hwp_fuzzy,0.8824,96995,False,,
반려동물용 사료 제조업,반려동물용 사료 제조업,1090,반려동물용 사료 제조업,linkage_11th,link11_exact,1.0,10901,False,10901,세분
반려용 동물 및 관련용품 소매업,반려용 동물 및 관련용품 소매업,4785,애완용 동물 및 관련용품 소매업,hwp_5digit,hwp_fuzzy,0.8824,47852,False,,
발광 다이오드 제조업,발광 다이오드 제조업,2612,발광 다이오드 제조업,hwp_5digit,hwp_exact,1.0,26121,False,,
발전업,발전업,3511,화력 발전업,manual,manual_override,1.0,35113,False,,
발효주 제조업,발효주 제조업,1119,기타 발효주 제조업,basic,fuzzy,0.8235,13104101,True,,
방문 교육 학원,방문 교육 학원,8550,방문 교육 학원,hwp_5digit,hwp_exact,1.0,85502,False,,
방문 복지서비스 제공업,방문 복지서비스 제공업,8729,방문 복지서비스 제공업,hwp_5digit,hwp_exact,1.0,87293,False,,
방문 판매업,방문 판매업,4799,방문 판매업,hwp_5digit,hwp_exact,1.0,47993,False,,
방사선 장치 및 전기식 진단 기기 제조업,방사선 장치 및 전기식 진단 기기 제조업,2711,방사선 장치 제조업,hwp_5digit,split_first,1.0,27111,False,,
방사선 장치 제조업,방사선 장치 제조업,2711,방사선 장치 제조업,hwp_5digit,hwp_exact,1.0,27111,False,,
방사선 진단 및 병리 검사 의원,방사선 진단 및 병리 검사 의원,8620,방사선 진단 및 병리 검사 의원,hwp_5digit,hwp_exact,1.0,86204,False,,
"방사성 폐기물 수집, 운반 및 처리업",방사성 폐기물 수집 운반 및 처리업,4911,"폐기물 수집, 운반 및 처리(국공립)",io_name,io_fuzzy,0.875,38240,False,,
방송 및 무선 통신장비 제조업,방송 및 무선 통신장비 제조업,2669,방송장비 및 기타 무선 통신장비 제조업,basic,fuzzy,0.8649,,False,,
방송 및 영상·오디오물 제공 서비스업,방송 및 영상오디오물 제공 서비스업,6032,오디오물 제공 서비스업,linkage_11th,link11_fuzzy,0.7742,60320,False,60320,세분
방송 프로그램 제작업,방송 프로그램 제작업,5911,방송 프로그램 제작업,hwp_5digit,hwp_exact,1.0,59114,False,,
방송장비 제조업,방송장비 제조업,C12,운송장비 제조업,large,fuzzy,0.875,,False,,
"방음, 방진 및 내화 공사업",방음 방진 및 내화 공사업,4220,"방음, 방진 및 내화 공사업",hwp_5digit,hwp_exact,1.0,42203,False,,
방적 및 가공사 제조업,방적 및 가공사 제조업,1311,방적 및 가공사 제조업,basic,exact,1.0,16101101,True,,
방직용 섬유 및 실 도매업,방직용 섬유 및 실 도매업,4674,방직용 섬유 및 실 도매업,hwp_5digit,hwp_exact,1.0,46741,False,,
"방직용 섬유, 실 및 직물 도매업",방직용 섬유 실 및 직물 도매업,4674,방직용 섬유 및 실 도매업,hwp_5digit,hwp_fuzzy,0.8387,46741,False,,
배관 및 냉ㆍ난방 공사업,배관 및 냉난방 공사업,4220,배관 및 냉ㆍ난방 공사업,hwp_5digit,hwp_exact,1.0,42201,False,,
배관 및 냉ㆍ난방장치 도매업,배관 및 냉난방장치 도매업,4662,배관 및 냉ㆍ난방장치 도매업,hwp_5digit,hwp_exact,1.0,46621,False,,
배전반 및 전기 자동제어반 제조업,배전반 및 전기 자동제어반 제조업,3724,배전반 및 전기자동 제어반,io_name,io_fuzzy,0.9286,28123101,True,,
배합 사료 제조업,배합 사료 제조업,1080,배합 사료 제조업,hwp_5digit,hwp_exact,1.0,10801,False,,
백화점,백화점,4711,백화점,hwp_5digit,hwp_exact,1.0,47111,False,,
번역 및 통역 서비스업,번역 및 통역 서비스업,7390,번역 및 통역 서비스업,hwp_5digit,hwp_exact,1.0,73902,False,,
벌목업,벌목업,0202,벌목업,hwp_5digit,hwp_exact,1.0,02020,False,,
법무관련 서비스업,법무관련 서비스업,7110,기타 법무관련 서비스업,hwp_5digit,hwp_fuzzy,0.8571,71109,False,,
"베어링, 기어 및 동력전달장치 제조업",베어링 기어 및 동력전달장치 제조업,2851,"베어링, 기어 및 동력전달장치 제조업",basic,exact,1.0,,False,,
벽 및 바닥 피복용 플라스틱제품 제조업,벽 및 바닥 피복용 플라스틱제품 제조업,2222,벽 및 바닥 피복용 플라스틱제품 제조업,hwp_5digit,hwp_exact,1.0,22221,False,,
벽지 및 장판류 도매업,벽지 및 장판류 도매업,4669,벽지 및 장판류 도매업,hwp_5digit,hwp_exact,1.0,46692,False,,
벽지 및 장판지 제조업,벽지 및 장판지 제조업,1790,벽지 및 장판지 제조업,hwp_5digit,hwp_exact,1.0,17903,False,,
"벽지, 마루덮개 및 장판류 소매업",벽지 마루덮개 및 장판류 소매업,4751,"벽지, 마루덮개 및 장판류 소매업",hwp_5digit,hwp_exact,1.0,47513,False,,
변리사업,변리사업,7110,변리사업,hwp_5digit,hwp_exact,1.0,71102,False,,
변압기 제조업,변압기 제조업,3721,변압기,io_name,io_exact,1.0,28112101,True,,
변호사업,변호사업,7110,변호사업,hwp_5digit,hwp_exact,1.0,71101,False,,
병원,병원,8610,종합병원,manual,manual_override,1.0,86101,False,,
보건 및 복지 행정,보건 및 복지 행정,8421,보건 및 복지 행정,hwp_5digit,hwp_exact,1.0,84214,False,,
보건업,보건업,8690,그 외 기타 보건업,manual,manual_override,1.0,86909,False,,
보관 및 창고업,보관 및 창고업,5230,보관 및 창고업,basic,exact,1.0,,False,,
"보링, 그라우팅 및 관정 공사업",보링 그라우팅 및 관정 공사업,4212,"보링, 그라우팅 및 관정 공사업",hwp_5digit,hwp_exact,1.0,42122,False,,
보안시스템 서비스업,보안시스템 서비스업,7532,보안시스템 서비스업,hwp_5digit,hwp_exact,1.0,75320,False,,
보육시설 운영업,보육시설 운영업,8721,보육시설 운영업,hwp_5digit,hwp_exact,1.0,87210,False,,
보증 보험업,보증 보험업,6512,보증 보험업,hwp_5digit,hwp_exact,1.0,65122,False,,
보험 대리 및 중개업,보험 대리 및 중개업,6620,보험 대리 및 중개업,hwp_5digit,hwp_exact,1.0,66202,False,,
보험 및 연금관련 서비스업,보험 및 연금관련 서비스업,6620,기타 보험 및 연금관련 서비스업,hwp_5digit,hwp_fuzzy,0.9032,66209,False,,
보험업,보험업,6500,보험업,basic,exact,1.0,,False,,
복권발행 및 판매업,복권발행 및 판매업,9124,복권발행 및 판매업,hwp_5digit,hwp_exact,1.0,91241,False,,
복합비료 및 기타 화학비료 제조업,복합비료 및 기타 화학비료 제조업,2031,복합비료 및 기타 화학비료 제조업,hwp_5digit,hwp_exact,1.0,20312,False,,
볼링장 운영업,볼링장 운영업,9113,볼링장 운영업,hwp_5digit,hwp_exact,1.0,91134,False,,
볼트 및 너트류 제조업,볼트 및 너트류 제조업,2594,볼트 및 너트류 제조업,hwp_5digit,hwp_exact,1.0,25941,False,,
봉제의복 제조업,봉제의복 제조업,1401,봉제의복 제조업,basic,exact,1.0,,False,,
부동산 감정평가업,부동산 감정평가업,6822,부동산 감정평가업,hwp_5digit,hwp_exact,1.0,68223,False,,
부동산 개발 및 공급업,부동산 개발 및 공급업,6822,부동산 개발 및 공급업,basic,exact,1.0,,False,,
부동산 관련 서비스업,부동산 관련 서비스업,6830,부동산 관련 서비스업,basic,exact,1.0,,False,,
부동산 관리업,부동산 관리업,6821,주거용 부동산 관리업,hwp_5digit,hwp_fuzzy,0.7778,68211,False,,
부동산 분양 대행업,부동산 분양 대행업,6822,부동산 분양 대행업,linkage_11th,link11_exact,1.0,68224,False,68224,세분
부동산 임대 및 공급업,부동산 임대 및 공급업,6822,부동산 개발 및 공급업,basic,fuzzy,0.8333,,False,,
부동산 임대업,부동산 임대업,6821,기타 부동산 임대업,basic,fuzzy,0.8235,,False,,
부동산 중개 및 대리업,부동산 중개 및 대리업,6822,부동산 중개 및 대리업,hwp_5digit,hwp_exact,1.0,68221,False,,
"부동산 중개, 자문 및 감정평가업",부동산 중개 자문 및 감정평가업,6822,부동산 중개 및 대리업,hwp_5digit,split_first,0.8,68221,False,,
부동산 투자자문업,부동산 투자자문업,6822,부동산 투자자문업,hwp_5digit,hwp_exact,1.0,68222,False,,
